"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1741","GO:0006936","muscle contraction",153,5,3.35,"0.24437"
"1742","GO:0002761","regulation of myeloid leukocyte differentiation",115,4,2.52,"0.24453"
"1743","GO:0032879","regulation of localization",1372,34,30.04,"0.24506"
"1744","GO:0010648","negative regulation of cell communication",1027,26,22.48,"0.24587"
"1745","GO:0006468","protein phosphorylation",856,22,18.74,"0.24625"
"1746","GO:0023057","negative regulation of signaling",1028,26,22.51,"0.24744"
"1747","GO:0097553","calcium ion transmembrane import into cytosol",116,4,2.54,"0.24930"
"1748","GO:0009582","detection of abiotic stimulus",79,3,1.73,"0.24952"
"1749","GO:0002315","marginal zone B cell differentiation",13,1,0.28,"0.25016"
"1750","GO:0002328","pro-B cell differentiation",13,1,0.28,"0.25016"
"1751","GO:0006488","dolichol-linked oligosaccharide biosynthetic process",13,1,0.28,"0.25016"
"1752","GO:0006651","diacylglycerol biosynthetic process",13,1,0.28,"0.25016"
"1753","GO:0006682","galactosylceramide biosynthetic process",13,1,0.28,"0.25016"
"1754","GO:0006991","response to sterol depletion",13,1,0.28,"0.25016"
"1755","GO:0007158","neuron cell-cell adhesion",13,1,0.28,"0.25016"
"1756","GO:0009713","catechol-containing compound biosynthetic process",13,1,0.28,"0.25016"
"1757","GO:0010831","positive regulation of myotube differentiation",13,1,0.28,"0.25016"
"1758","GO:0014029","neural crest formation",13,1,0.28,"0.25016"
"1759","GO:0019082","viral protein processing",13,1,0.28,"0.25016"
"1760","GO:0019375","galactolipid biosynthetic process",13,1,0.28,"0.25016"
"1761","GO:0021511","spinal cord patterning",13,1,0.28,"0.25016"
"1762","GO:0021670","lateral ventricle development",13,1,0.28,"0.25016"
"1763","GO:0030537","larval behavior",13,1,0.28,"0.25016"
"1764","GO:0032933","SREBP signaling pathway",13,1,0.28,"0.25016"
"1765","GO:0035022","positive regulation of Rac protein signal transduction",13,1,0.28,"0.25016"
"1766","GO:0042423","catecholamine biosynthetic process",13,1,0.28,"0.25016"
"1767","GO:0045138","nematode male tail tip morphogenesis",13,1,0.28,"0.25016"
"1768","GO:0048843","negative regulation of axon extension involved in axon guidance",13,1,0.28,"0.25016"
"1769","GO:0051593","response to folic acid",13,1,0.28,"0.25016"
"1770","GO:0060306","regulation of membrane repolarization",13,1,0.28,"0.25016"
"1771","GO:0060352","cell adhesion molecule production",13,1,0.28,"0.25016"
"1772","GO:0060502","epithelial cell proliferation involved in lung morphogenesis",13,1,0.28,"0.25016"
"1773","GO:0061323","cell proliferation involved in heart morphogenesis",13,1,0.28,"0.25016"
"1774","GO:0070168","negative regulation of biomineral tissue development",13,1,0.28,"0.25016"
"1775","GO:0071501","cellular response to sterol depletion",13,1,0.28,"0.25016"
"1776","GO:0071542","dopaminergic neuron differentiation",13,1,0.28,"0.25016"
"1777","GO:0072578","neurotransmitter-gated ion channel clustering",13,1,0.28,"0.25016"
"1778","GO:0086009","membrane repolarization",13,1,0.28,"0.25016"
"1779","GO:0090399","replicative senescence",13,1,0.28,"0.25016"
"1780","GO:0097368","establishment of Sertoli cell barrier",13,1,0.28,"0.25016"
"1781","GO:0098901","regulation of cardiac muscle cell action potential",13,1,0.28,"0.25016"
"1782","GO:0098902","regulation of membrane depolarization during action potential",13,1,0.28,"0.25016"
"1783","GO:1900825","regulation of membrane depolarization during cardiac muscle cell action potential",13,1,0.28,"0.25016"
"1784","GO:1901381","positive regulation of potassium ion transmembrane transport",13,1,0.28,"0.25016"
"1785","GO:1903911","positive regulation of receptor clustering",13,1,0.28,"0.25016"
"1786","GO:1904393","regulation of skeletal muscle acetylcholine-gated channel clustering",13,1,0.28,"0.25016"
"1787","GO:2000136","regulation of cell proliferation involved in heart morphogenesis",13,1,0.28,"0.25016"
"1788","GO:0001885","endothelial cell development",44,2,0.96,"0.25052"
"1789","GO:0002437","inflammatory response to antigenic stimulus",44,2,0.96,"0.25052"
"1790","GO:0007216","G protein-coupled glutamate receptor signaling pathway",44,2,0.96,"0.25052"
"1791","GO:0014037","Schwann cell differentiation",44,2,0.96,"0.25052"
"1792","GO:0070050","neuron cellular homeostasis",44,2,0.96,"0.25052"
"1793","GO:0031098","stress-activated protein kinase signaling cascade",194,6,4.25,"0.25219"
"1794","GO:0071375","cellular response to peptide hormone stimulus",274,8,6,"0.25270"
"1795","GO:0070085","glycosylation",234,7,5.12,"0.25323"
"1796","GO:0009880","embryonic pattern specification",117,4,2.56,"0.25408"
"1797","GO:0048519","negative regulation of biological process",3637,85,79.62,"0.25462"
"1798","GO:0034341","response to type II interferon",80,3,1.75,"0.25541"
"1799","GO:0072089","stem cell proliferation",80,3,1.75,"0.25541"
"1800","GO:0002251","organ or tissue specific immune response",45,2,0.99,"0.25867"
"1801","GO:0021885","forebrain cell migration",45,2,0.99,"0.25867"
"1802","GO:0045833","negative regulation of lipid metabolic process",45,2,0.99,"0.25867"
"1803","GO:0060021","roof of mouth development",45,2,0.99,"0.25867"
"1804","GO:0070301","cellular response to hydrogen peroxide",45,2,0.99,"0.25867"
"1805","GO:1905476","negative regulation of protein localization to membrane",45,2,0.99,"0.25867"
"1806","GO:0019318","hexose metabolic process",236,7,5.17,"0.25991"
"1807","GO:0007254","JNK cascade",157,5,3.44,"0.26085"
"1808","GO:0002244","hematopoietic progenitor cell differentiation",81,3,1.77,"0.26133"
"1809","GO:0008589","regulation of smoothened signaling pathway",81,3,1.77,"0.26133"
"1810","GO:0031644","regulation of nervous system process",81,3,1.77,"0.26133"
"1811","GO:0035725","sodium ion transmembrane transport",81,3,1.77,"0.26133"
"1812","GO:0098542","defense response to other organism",866,22,18.96,"0.26362"
"1813","GO:0008584","male gonad development",119,4,2.61,"0.26372"
"1814","GO:0046546","development of primary male sexual characteristics",119,4,2.61,"0.26372"
"1815","GO:0050714","positive regulation of protein secretion",119,4,2.61,"0.26372"
"1816","GO:0051301","cell division",653,17,14.3,"0.26425"
"1817","GO:0010959","regulation of metal ion transport",158,5,3.46,"0.26501"
"1818","GO:0045859","regulation of protein kinase activity",278,8,6.09,"0.26504"
"1819","GO:0003157","endocardium development",14,1,0.31,"0.26659"
"1820","GO:0003309","type B pancreatic cell differentiation",14,1,0.31,"0.26659"
"1821","GO:0010573","vascular endothelial growth factor production",14,1,0.31,"0.26659"
"1822","GO:0010649","regulation of cell communication by electrical coupling",14,1,0.31,"0.26659"
"1823","GO:0010714","positive regulation of collagen metabolic process",14,1,0.31,"0.26659"
"1824","GO:0014829","vascular associated smooth muscle contraction",14,1,0.31,"0.26659"
"1825","GO:0018342","protein prenylation",14,1,0.31,"0.26659"
"1826","GO:0021694","cerebellar Purkinje cell layer formation",14,1,0.31,"0.26659"
"1827","GO:0021983","pituitary gland development",14,1,0.31,"0.26659"
"1828","GO:0030540","female genitalia development",14,1,0.31,"0.26659"
"1829","GO:0031017","exocrine pancreas development",14,1,0.31,"0.26659"
"1830","GO:0032967","positive regulation of collagen biosynthetic process",14,1,0.31,"0.26659"
"1831","GO:0034121","regulation of toll-like receptor signaling pathway",14,1,0.31,"0.26659"
"1832","GO:0040019","positive regulation of embryonic development",14,1,0.31,"0.26659"
"1833","GO:0042359","vitamin D metabolic process",14,1,0.31,"0.26659"
"1834","GO:0045606","positive regulation of epidermal cell differentiation",14,1,0.31,"0.26659"
"1835","GO:0046476","glycosylceramide biosynthetic process",14,1,0.31,"0.26659"
"1836","GO:0048102","autophagic cell death",14,1,0.31,"0.26659"
"1837","GO:0048827","phyllome development",14,1,0.31,"0.26659"
"1838","GO:0048925","lateral line system development",14,1,0.31,"0.26659"
"1839","GO:0051549","positive regulation of keratinocyte migration",14,1,0.31,"0.26659"
"1840","GO:0060253","negative regulation of glial cell proliferation",14,1,0.31,"0.26659"
"1841","GO:0061036","positive regulation of cartilage development",14,1,0.31,"0.26659"
"1842","GO:0071359","cellular response to dsRNA",14,1,0.31,"0.26659"
"1843","GO:0072224","metanephric glomerulus development",14,1,0.31,"0.26659"
"1844","GO:0072236","metanephric loop of Henle development",14,1,0.31,"0.26659"
"1845","GO:0086002","cardiac muscle cell action potential involved in contraction",14,1,0.31,"0.26659"
"1846","GO:0097090","presynaptic membrane organization",14,1,0.31,"0.26659"
"1847","GO:0097354","prenylation",14,1,0.31,"0.26659"
"1848","GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane",14,1,0.31,"0.26659"
"1849","GO:1900745","positive regulation of p38MAPK cascade",14,1,0.31,"0.26659"
"1850","GO:1903306","negative regulation of regulated secretory pathway",14,1,0.31,"0.26659"
"1851","GO:2000647","negative regulation of stem cell proliferation",14,1,0.31,"0.26659"
"1852","GO:0008299","isoprenoid biosynthetic process",46,2,1.01,"0.26683"
"1853","GO:0008344","adult locomotory behavior",46,2,1.01,"0.26683"
"1854","GO:0045198","establishment of epithelial cell apical/basal polarity",46,2,1.01,"0.26683"
"1855","GO:0046470","phosphatidylcholine metabolic process",46,2,1.01,"0.26683"
"1856","GO:0048008","platelet-derived growth factor receptor signaling pathway",46,2,1.01,"0.26683"
"1857","GO:0071867","response to monoamine",46,2,1.01,"0.26683"
"1858","GO:0071869","response to catecholamine",46,2,1.01,"0.26683"
"1859","GO:1902475","L-alpha-amino acid transmembrane transport",46,2,1.01,"0.26683"
"1860","GO:0001936","regulation of endothelial cell proliferation",82,3,1.8,"0.26726"
"1861","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",120,4,2.63,"0.26856"
"1862","GO:0032774","RNA biosynthetic process",1872,45,40.98,"0.26956"
"1863","GO:0046718","viral entry into host cell",199,6,4.36,"0.27067"
"1864","GO:0001816","cytokine production",446,12,9.76,"0.27263"
"1865","GO:0008593","regulation of Notch signaling pathway",83,3,1.82,"0.27320"
"1866","GO:0018108","peptidyl-tyrosine phosphorylation",160,5,3.5,"0.27338"
"1867","GO:0010033","response to organic substance",1832,44,40.11,"0.27469"
"1868","GO:0003382","epithelial cell morphogenesis",47,2,1.03,"0.27499"
"1869","GO:0007520","myoblast fusion",47,2,1.03,"0.27499"
"1870","GO:0035162","embryonic hemopoiesis",47,2,1.03,"0.27499"
"1871","GO:0048146","positive regulation of fibroblast proliferation",47,2,1.03,"0.27499"
"1872","GO:0050901","leukocyte tethering or rolling",47,2,1.03,"0.27499"
"1873","GO:0070252","actin-mediated cell contraction",47,2,1.03,"0.27499"
"1874","GO:0071715","icosanoid transport",47,2,1.03,"0.27499"
"1875","GO:0010817","regulation of hormone levels",364,10,7.97,"0.27614"
"1876","GO:0018212","peptidyl-tyrosine modification",161,5,3.52,"0.27759"
"1877","GO:0009893","positive regulation of metabolic process",2278,54,49.87,"0.27938"
"1878","GO:0032102","negative regulation of response to external stimulus",283,8,6.2,"0.28071"
"1879","GO:0033993","response to lipid",534,14,11.69,"0.28173"
"1880","GO:0050878","regulation of body fluid levels",408,11,8.93,"0.28242"
"1881","GO:0001554","luteolysis",15,1,0.33,"0.28267"
"1882","GO:0006490","oligosaccharide-lipid intermediate biosynthetic process",15,1,0.33,"0.28267"
"1883","GO:0006491","N-glycan processing",15,1,0.33,"0.28267"
"1884","GO:0006681","galactosylceramide metabolic process",15,1,0.33,"0.28267"
"1885","GO:0007398","ectoderm development",15,1,0.33,"0.28267"
"1886","GO:0007591","molting cycle, chitin-based cuticle",15,1,0.33,"0.28267"
"1887","GO:0010288","response to lead ion",15,1,0.33,"0.28267"
"1888","GO:0010644","cell communication by electrical coupling",15,1,0.33,"0.28267"
"1889","GO:0010907","positive regulation of glucose metabolic process",15,1,0.33,"0.28267"
"1890","GO:0010960","magnesium ion homeostasis",15,1,0.33,"0.28267"
"1891","GO:0014050","negative regulation of glutamate secretion",15,1,0.33,"0.28267"
"1892","GO:0019081","viral translation",15,1,0.33,"0.28267"
"1893","GO:0019348","dolichol metabolic process",15,1,0.33,"0.28267"
"1894","GO:0019370","leukotriene biosynthetic process",15,1,0.33,"0.28267"
"1895","GO:0019374","galactolipid metabolic process",15,1,0.33,"0.28267"
"1896","GO:0034163","regulation of toll-like receptor 9 signaling pathway",15,1,0.33,"0.28267"
"1897","GO:0038166","angiotensin-activated signaling pathway",15,1,0.33,"0.28267"
"1898","GO:0042117","monocyte activation",15,1,0.33,"0.28267"
"1899","GO:0042759","long-chain fatty acid biosynthetic process",15,1,0.33,"0.28267"
"1900","GO:0048755","branching morphogenesis of a nerve",15,1,0.33,"0.28267"
"1901","GO:0051044","positive regulation of membrane protein ectodomain proteolysis",15,1,0.33,"0.28267"
"1902","GO:0051894","positive regulation of focal adhesion assembly",15,1,0.33,"0.28267"
"1903","GO:0060009","Sertoli cell development",15,1,0.33,"0.28267"
"1904","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion",15,1,0.33,"0.28267"
"1905","GO:0060413","atrial septum morphogenesis",15,1,0.33,"0.28267"
"1906","GO:0060457","negative regulation of digestive system process",15,1,0.33,"0.28267"
"1907","GO:0060973","cell migration involved in heart development",15,1,0.33,"0.28267"
"1908","GO:0062043","positive regulation of cardiac epithelial to mesenchymal transition",15,1,0.33,"0.28267"
"1909","GO:0072014","proximal tubule development",15,1,0.33,"0.28267"
"1910","GO:0072553","terminal button organization",15,1,0.33,"0.28267"
"1911","GO:0086012","membrane depolarization during cardiac muscle cell action potential",15,1,0.33,"0.28267"
"1912","GO:0086065","cell communication involved in cardiac conduction",15,1,0.33,"0.28267"
"1913","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization",15,1,0.33,"0.28267"
"1914","GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane",15,1,0.33,"0.28267"
"1915","GO:1900407","regulation of cellular response to oxidative stress",15,1,0.33,"0.28267"
"1916","GO:1901503","ether biosynthetic process",15,1,0.33,"0.28267"
"1917","GO:1905456","regulation of lymphoid progenitor cell differentiation",15,1,0.33,"0.28267"
"1918","GO:2000737","negative regulation of stem cell differentiation",15,1,0.33,"0.28267"
"1919","GO:0010463","mesenchymal cell proliferation",48,2,1.05,"0.28314"
"1920","GO:0019080","viral gene expression",48,2,1.05,"0.28314"
"1921","GO:0051591","response to cAMP",48,2,1.05,"0.28314"
"1922","GO:0021549","cerebellum development",85,3,1.86,"0.28514"
"1923","GO:0048525","negative regulation of viral process",85,3,1.86,"0.28514"
"1924","GO:0006935","chemotaxis",326,9,7.14,"0.28607"
"1925","GO:0051347","positive regulation of transferase activity",244,7,5.34,"0.28710"
"1926","GO:0055082","intracellular chemical homeostasis",452,12,9.9,"0.28762"
"1927","GO:0009743","response to carbohydrate",204,6,4.47,"0.28947"
"1928","GO:0044409","entry into host",204,6,4.47,"0.28947"
"1929","GO:0030072","peptide hormone secretion",164,5,3.59,"0.29028"
"1930","GO:0035050","embryonic heart tube development",86,3,1.88,"0.29112"
"1931","GO:0006687","glycosphingolipid metabolic process",49,2,1.07,"0.29129"
"1932","GO:0008356","asymmetric cell division",49,2,1.07,"0.29129"
"1933","GO:0009593","detection of chemical stimulus",49,2,1.07,"0.29129"
"1934","GO:0048709","oligodendrocyte differentiation",49,2,1.07,"0.29129"
"1935","GO:0070527","platelet aggregation",49,2,1.07,"0.29129"
"1936","GO:0008202","steroid metabolic process",205,6,4.49,"0.29326"
"1937","GO:0048469","cell maturation",165,5,3.61,"0.29453"
"1938","GO:0006766","vitamin metabolic process",87,3,1.9,"0.29711"
"1939","GO:0098739","import across plasma membrane",87,3,1.9,"0.29711"
"1940","GO:0051493","regulation of cytoskeleton organization",414,11,9.06,"0.29835"
"1941","GO:0002021","response to dietary excess",16,1,0.35,"0.29839"
"1942","GO:0003338","metanephros morphogenesis",16,1,0.35,"0.29839"
"1943","GO:0003416","endochondral bone growth",16,1,0.35,"0.29839"
"1944","GO:0006699","bile acid biosynthetic process",16,1,0.35,"0.29839"
"1945","GO:0008039","synaptic target recognition",16,1,0.35,"0.29839"
"1946","GO:0009310","amine catabolic process",16,1,0.35,"0.29839"
"1947","GO:0010039","response to iron ion",16,1,0.35,"0.29839"
"1948","GO:0016093","polyprenol metabolic process",16,1,0.35,"0.29839"
"1949","GO:0021799","cerebral cortex radially oriented cell migration",16,1,0.35,"0.29839"
"1950","GO:0032488","Cdc42 protein signal transduction",16,1,0.35,"0.29839"
"1951","GO:0033563","dorsal/ventral axon guidance",16,1,0.35,"0.29839"
"1952","GO:0034333","adherens junction assembly",16,1,0.35,"0.29839"
"1953","GO:0035385","Roundabout signaling pathway",16,1,0.35,"0.29839"
"1954","GO:0035883","enteroendocrine cell differentiation",16,1,0.35,"0.29839"
"1955","GO:0042402","cellular biogenic amine catabolic process",16,1,0.35,"0.29839"
"1956","GO:0042634","regulation of hair cycle",16,1,0.35,"0.29839"
"1957","GO:0045589","regulation of regulatory T cell differentiation",16,1,0.35,"0.29839"
"1958","GO:0045684","positive regulation of epidermis development",16,1,0.35,"0.29839"
"1959","GO:0046628","positive regulation of insulin receptor signaling pathway",16,1,0.35,"0.29839"
"1960","GO:0048149","behavioral response to ethanol",16,1,0.35,"0.29839"
"1961","GO:0048172","regulation of short-term neuronal synaptic plasticity",16,1,0.35,"0.29839"
"1962","GO:0048532","anatomical structure arrangement",16,1,0.35,"0.29839"
"1963","GO:0051043","regulation of membrane protein ectodomain proteolysis",16,1,0.35,"0.29839"
"1964","GO:0055057","neuroblast division",16,1,0.35,"0.29839"
"1965","GO:0060216","definitive hemopoiesis",16,1,0.35,"0.29839"
"1966","GO:0061343","cell adhesion involved in heart morphogenesis",16,1,0.35,"0.29839"
"1967","GO:0062042","regulation of cardiac epithelial to mesenchymal transition",16,1,0.35,"0.29839"
"1968","GO:0071286","cellular response to magnesium ion",16,1,0.35,"0.29839"
"1969","GO:0072070","loop of Henle development",16,1,0.35,"0.29839"
"1970","GO:0097264","self proteolysis",16,1,0.35,"0.29839"
"1971","GO:0097401","synaptic vesicle lumen acidification",16,1,0.35,"0.29839"
"1972","GO:0098868","bone growth",16,1,0.35,"0.29839"
"1973","GO:1901017","negative regulation of potassium ion transmembrane transporter activity",16,1,0.35,"0.29839"
"1974","GO:1904181","positive regulation of membrane depolarization",16,1,0.35,"0.29839"
"1975","GO:0036335","intestinal stem cell homeostasis",50,2,1.09,"0.29942"
"1976","GO:0050708","regulation of protein secretion",207,6,4.53,"0.30088"
"1977","GO:0062197","cellular response to chemical stress",248,7,5.43,"0.30095"
"1978","GO:0032103","positive regulation of response to external stimulus",500,13,10.95,"0.30171"
"1979","GO:0051173","positive regulation of nitrogen compound metabolic process",1809,43,39.6,"0.30241"
"1980","GO:0009408","response to heat",88,3,1.93,"0.30311"
"1981","GO:0030001","metal ion transport",416,11,9.11,"0.30371"
"1982","GO:0001701","in utero embryonic development",291,8,6.37,"0.30628"
"1983","GO:0043549","regulation of kinase activity",291,8,6.37,"0.30628"
"1984","GO:0045747","positive regulation of Notch signaling pathway",51,2,1.12,"0.30754"
"1985","GO:0048708","astrocyte differentiation",51,2,1.12,"0.30754"
"1986","GO:0051293","establishment of spindle localization",51,2,1.12,"0.30754"
"1987","GO:0007368","determination of left/right symmetry",128,4,2.8,"0.30779"
"1988","GO:0046887","positive regulation of hormone secretion",89,3,1.95,"0.30912"
"1989","GO:0051253","negative regulation of RNA metabolic process",675,17,14.78,"0.31004"
"1990","GO:0002790","peptide secretion",169,5,3.7,"0.31165"
"1991","GO:0046883","regulation of hormone secretion",169,5,3.7,"0.31165"
"1992","GO:0001838","embryonic epithelial tube formation",129,4,2.82,"0.31275"
"1993","GO:0046847","filopodium assembly",129,4,2.82,"0.31275"
"1994","GO:0048523","negative regulation of cellular process",3201,74,70.08,"0.31319"
"1995","GO:0001974","blood vessel remodeling",17,1,0.37,"0.31377"
"1996","GO:0009954","proximal/distal pattern formation",17,1,0.37,"0.31377"
"1997","GO:0010742","macrophage derived foam cell differentiation",17,1,0.37,"0.31377"
"1998","GO:0021692","cerebellar Purkinje cell layer morphogenesis",17,1,0.37,"0.31377"
"1999","GO:0022038","corpus callosum development",17,1,0.37,"0.31377"
"2000","GO:0034138","toll-like receptor 3 signaling pathway",17,1,0.37,"0.31377"
"2001","GO:0035902","response to immobilization stress",17,1,0.37,"0.31377"
"2002","GO:0036336","dendritic cell migration",17,1,0.37,"0.31377"
"2003","GO:0048703","embryonic viscerocranium morphogenesis",17,1,0.37,"0.31377"
"2004","GO:0048840","otolith development",17,1,0.37,"0.31377"
"2005","GO:0051547","regulation of keratinocyte migration",17,1,0.37,"0.31377"
"2006","GO:0051953","negative regulation of amine transport",17,1,0.37,"0.31377"
"2007","GO:0051956","negative regulation of amino acid transport",17,1,0.37,"0.31377"
"2008","GO:0060019","radial glial cell differentiation",17,1,0.37,"0.31377"
"2009","GO:0060441","epithelial tube branching involved in lung morphogenesis",17,1,0.37,"0.31377"
"2010","GO:0071392","cellular response to estradiol stimulus",17,1,0.37,"0.31377"
"2011","GO:0090077","foam cell differentiation",17,1,0.37,"0.31377"
"2012","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane",17,1,0.37,"0.31377"
"2013","GO:1903540","establishment of protein localization to postsynaptic membrane",17,1,0.37,"0.31377"
"2014","GO:1903671","negative regulation of sprouting angiogenesis",17,1,0.37,"0.31377"
"2015","GO:2000406","positive regulation of T cell migration",17,1,0.37,"0.31377"
"2016","GO:2000651","positive regulation of sodium ion transmembrane transporter activity",17,1,0.37,"0.31377"
"2017","GO:2001224","positive regulation of neuron migration",17,1,0.37,"0.31377"
"2018","GO:2001258","negative regulation of cation channel activity",17,1,0.37,"0.31377"
"2019","GO:0021782","glial cell development",90,3,1.97,"0.31513"
"2020","GO:0090136","epithelial cell-cell adhesion",90,3,1.97,"0.31513"
"2021","GO:0001947","heart looping",52,2,1.14,"0.31564"
"2022","GO:0007606","sensory perception of chemical stimulus",52,2,1.14,"0.31564"
"2023","GO:0046597","negative regulation of viral entry into host cell",52,2,1.14,"0.31564"
"2024","GO:0051058","negative regulation of small GTPase mediated signal transduction",52,2,1.14,"0.31564"
"2025","GO:1901889","negative regulation of cell junction assembly",52,2,1.14,"0.31564"
"2026","GO:1903901","negative regulation of viral life cycle",52,2,1.14,"0.31564"
"2027","GO:0006486","protein glycosylation",211,6,4.62,"0.31622"
"2028","GO:0043413","macromolecule glycosylation",211,6,4.62,"0.31622"
"2029","GO:0061053","somite development",91,3,1.99,"0.32114"
"2030","GO:0035089","establishment of apical/basal cell polarity",53,2,1.16,"0.32371"
"2031","GO:0051653","spindle localization",53,2,1.16,"0.32371"
"2032","GO:0097479","synaptic vesicle localization",53,2,1.16,"0.32371"
"2033","GO:1902105","regulation of leukocyte differentiation",213,6,4.66,"0.32394"
"2034","GO:0008610","lipid biosynthetic process",552,14,12.08,"0.32403"
"2035","GO:0046649","lymphocyte activation",381,10,8.34,"0.32415"
"2036","GO:0099173","postsynapse organization",172,5,3.77,"0.32458"
"2037","GO:2000146","negative regulation of cell motility",172,5,3.77,"0.32458"
"2038","GO:0022037","metencephalon development",92,3,2.01,"0.32715"
"2039","GO:0120254","olefinic compound metabolic process",92,3,2.01,"0.32715"
"2040","GO:2001236","regulation of extrinsic apoptotic signaling pathway",92,3,2.01,"0.32715"
"2041","GO:0002320","lymphoid progenitor cell differentiation",18,1,0.39,"0.32881"
"2042","GO:0009299","mRNA transcription",18,1,0.39,"0.32881"
"2043","GO:0030206","chondroitin sulfate biosynthetic process",18,1,0.39,"0.32881"
"2044","GO:0032026","response to magnesium ion",18,1,0.39,"0.32881"
"2045","GO:0032687","negative regulation of interferon-alpha production",18,1,0.39,"0.32881"
"2046","GO:0034162","toll-like receptor 9 signaling pathway",18,1,0.39,"0.32881"
"2047","GO:0036120","cellular response to platelet-derived growth factor stimulus",18,1,0.39,"0.32881"
"2048","GO:0042363","fat-soluble vitamin catabolic process",18,1,0.39,"0.32881"
"2049","GO:0042755","eating behavior",18,1,0.39,"0.32881"
"2050","GO:0042789","mRNA transcription by RNA polymerase II",18,1,0.39,"0.32881"
"2051","GO:0043455","regulation of secondary metabolic process",18,1,0.39,"0.32881"
"2052","GO:0045066","regulatory T cell differentiation",18,1,0.39,"0.32881"
"2053","GO:0045838","positive regulation of membrane potential",18,1,0.39,"0.32881"
"2054","GO:0045933","positive regulation of muscle contraction",18,1,0.39,"0.32881"
"2055","GO:0055093","response to hyperoxia",18,1,0.39,"0.32881"
"2056","GO:0060008","Sertoli cell differentiation",18,1,0.39,"0.32881"
"2057","GO:0070988","demethylation",18,1,0.39,"0.32881"
"2058","GO:0098877","neurotransmitter receptor transport to plasma membrane",18,1,0.39,"0.32881"
"2059","GO:0098884","postsynaptic neurotransmitter receptor internalization",18,1,0.39,"0.32881"
"2060","GO:0140239","postsynaptic endocytosis",18,1,0.39,"0.32881"
"2061","GO:1900078","positive regulation of cellular response to insulin stimulus",18,1,0.39,"0.32881"
"2062","GO:1901201","regulation of extracellular matrix assembly",18,1,0.39,"0.32881"
"2063","GO:1901380","negative regulation of potassium ion transmembrane transport",18,1,0.39,"0.32881"
"2064","GO:1902307","positive regulation of sodium ion transmembrane transport",18,1,0.39,"0.32881"
"2065","GO:1902644","tertiary alcohol metabolic process",18,1,0.39,"0.32881"
"2066","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation",18,1,0.39,"0.32881"
"2067","GO:2000403","positive regulation of lymphocyte migration",18,1,0.39,"0.32881"
"2068","GO:0032504","multicellular organism reproduction",728,18,15.94,"0.33063"
"2069","GO:0042330","taxis",341,9,7.47,"0.33137"
"2070","GO:0046879","hormone secretion",215,6,4.71,"0.33169"
"2071","GO:0061045","negative regulation of wound healing",54,2,1.18,"0.33177"
"2072","GO:0061162","establishment of monopolar cell polarity",54,2,1.18,"0.33177"
"2073","GO:0062014","negative regulation of small molecule metabolic process",54,2,1.18,"0.33177"
"2074","GO:1902903","regulation of supramolecular fiber organization",299,8,6.55,"0.33234"
"2075","GO:1990778","protein localization to cell periphery",342,9,7.49,"0.33444"
"2076","GO:0046903","secretion",730,18,15.98,"0.33486"
"2077","GO:0000122","negative regulation of transcription by RNA polymerase II",428,11,9.37,"0.33637"
"2078","GO:0045453","bone resorption",55,2,1.2,"0.33979"
"2079","GO:0048009","insulin-like growth factor receptor signaling pathway",55,2,1.2,"0.33979"
"2080","GO:0061339","establishment or maintenance of monopolar cell polarity",55,2,1.2,"0.33979"
"2081","GO:0097120","receptor localization to synapse",55,2,1.2,"0.33979"
"2082","GO:0002520","immune system development",135,4,2.96,"0.34258"
"2083","GO:0030098","lymphocyte differentiation",218,6,4.77,"0.34335"
"2084","GO:0002053","positive regulation of mesenchymal cell proliferation",19,1,0.42,"0.34353"
"2085","GO:0003174","mitral valve development",19,1,0.42,"0.34353"
"2086","GO:0003180","aortic valve morphogenesis",19,1,0.42,"0.34353"
"2087","GO:0003183","mitral valve morphogenesis",19,1,0.42,"0.34353"
"2088","GO:0003222","ventricular trabecula myocardium morphogenesis",19,1,0.42,"0.34353"
"2089","GO:0003283","atrial septum development",19,1,0.42,"0.34353"
"2090","GO:0007379","segment specification",19,1,0.42,"0.34353"
"2091","GO:0008210","estrogen metabolic process",19,1,0.42,"0.34353"
"2092","GO:0009685","gibberellin metabolic process",19,1,0.42,"0.34353"
"2093","GO:0009686","gibberellin biosynthetic process",19,1,0.42,"0.34353"
"2094","GO:0009737","response to abscisic acid",19,1,0.42,"0.34353"
"2095","GO:0010104","regulation of ethylene-activated signaling pathway",19,1,0.42,"0.34353"
"2096","GO:0010105","negative regulation of ethylene-activated signaling pathway",19,1,0.42,"0.34353"
"2097","GO:0016203","muscle attachment",19,1,0.42,"0.34353"
"2098","GO:0021697","cerebellar cortex formation",19,1,0.42,"0.34353"
"2099","GO:0022028","tangential migration from the subventricular zone to the olfactory bulb",19,1,0.42,"0.34353"
"2100","GO:0030951","establishment or maintenance of microtubule cytoskeleton polarity",19,1,0.42,"0.34353"
